ID,PROVINCIA,CANTON,DISTRITO,COD_POSTAL,AREA_KM2,POBL_2022,POBL_2011,POBL_2000
Limón.Siquirres.Florida,Limón,Siquirres,Florida,70303,82.76,2656.0,2184.0,1964.0
Limón.Siquirres.Germania,Limón,Siquirres,Germania,70304,33.98,3062.0,2471.0,2425.0
Limón.Siquirres.ElCairo,Limón,Siquirres,ElCairo,70305,107.2,7628.0,6082.0,4355.0
Limón.Siquirres.Alegría,Limón,Siquirres,Alegría,70306,37.73,6947.0,5656.0,3600.0
Limón.Siquirres.Reventazón,Limón,Siquirres,Reventazón,70307,,,,
Limón.Talamanca.Bratsi,Limón,Talamanca,Bratsi,70401,180.44,10590.0,7318.0,10292.0
Limón.Talamanca.Sixaola,Limón,Talamanca,Sixaola,70402,169.32,11847.0,8861.0,10234.0
Limón.Talamanca.Cahuita,Limón,Talamanca,Cahuita,70403,234.6,13656.0,8293.0,5331.0
Limón.Talamanca.Telire,Limón,Talamanca,Telire,70404,2229.73,8709.0,6240.0,
Limón.Matina.Matina,Limón,Matina,Matina,70501,351.75,10437.0,9142.0,8729.0
Limón.Matina.Batán,Limón,Matina,Batán,70502,213.69,20814.0,16532.0,14546.0
Limón.Matina.Carrandi,Limón,Matina,Carrandi,70503,205.99,16140.0,12047.0,9821.0
Limón.Guácimo.Guácimo,Limón,Guácimo,Guácimo,70601,223.27,26152.0,18326.0,13950.0
Limón.Guácimo.Mercedes,Limón,Guácimo,Mercedes,70602,90.43,2357.0,1707.0,1673.0
Limón.Guácimo.Pocora,Limón,Guácimo,Pocora,70603,72.7,8494.0,6432.0,5750.0
Limón.Guácimo.RíoJiménez,Limón,Guácimo,RíoJiménez,70604,113.59,11836.0,8742.0,7906.0
Limón.Guácimo.Duacarí,Limón,Guácimo,Duacarí,70605,81.36,8182.0,6059.0,5600.0
